type,entry_time,exit_time,entry_price,exit_price,sl,tp,profit,result,level,month
SELL,2026-04-23 18:55:00,2026-04-23 19:10:00,4701.174,4693.174,400,800,80.0,TP,61.8,2026-04
SELL,2026-04-23 19:30:00,2026-04-23 19:50:00,4694.325,4698.325,400,800,-40.0,SL,61.8,2026-04
SELL,2026-04-23 19:55:00,2026-04-23 20:15:00,4696.031,4688.031,400,800,80.0,TP,61.8,2026-04
BUY,2026-04-24 16:40:00,2026-04-24 18:25:00,4722.36,4718.36,400,800,-40.0,SL,61.8,2026-04
BUY,2026-04-24 18:30:00,2026-04-24 19:55:00,4719.492,4715.492,400,800,-40.0,SL,61.8,2026-04
SELL,2026-04-27 12:35:00,2026-04-27 13:00:00,4701.748,4693.748,400,800,80.0,TP,61.8,2026-04
BUY,2026-04-28 22:20:00,2026-04-28 22:55:00,4596.704,4592.704,400,800,-40.0,SL,61.8,2026-04
BUY,2026-04-28 23:10:00,2026-04-29 00:00:00,4590.758,4598.758,400,800,80.0,TP,61.8,2026-04
BUY,2026-04-29 00:30:00,2026-04-29 00:50:00,4601.522,4597.522,400,800,-40.0,SL,61.8,2026-04
BUY,2026-04-29 02:00:00,2026-04-29 02:05:00,4592.404,4600.404,400,800,80.0,TP,61.8,2026-04
BUY,2026-04-29 02:10:00,2026-04-29 02:35:00,4601.022,4597.022,400,800,-40.0,SL,61.8,2026-04
BUY,2026-04-29 03:10:00,2026-04-29 03:25:00,4601.716,4598.716,300,600,-30.0,SL,78.6,2026-04
BUY,2026-04-29 04:45:00,2026-04-29 05:20:00,4604.066,4600.066,400,800,-40.0,SL,61.8,2026-04
SELL,2026-04-29 11:25:00,2026-04-29 11:35:00,4564.781,4568.781,400,800,-40.0,SL,61.8,2026-04
SELL,2026-04-29 11:40:00,2026-04-29 12:30:00,4567.028,4559.028,400,800,80.0,TP,61.8,2026-04
SELL,2026-05-01 12:05:00,2026-05-01 12:10:00,4576.576,4580.576,400,800,-40.0,SL,61.8,2026-05
SELL,2026-05-01 13:25:00,2026-05-01 13:30:00,4588.954,4592.954,400,800,-40.0,SL,61.8,2026-05
BUY,2026-05-01 13:35:00,2026-05-01 13:40:00,4602.576,4608.576,300,600,60.0,TP,78.6,2026-05
BUY,2026-05-01 15:10:00,2026-05-01 15:40:00,4636.67,4644.67,400,800,80.0,TP,61.8,2026-05
BUY,2026-05-01 16:00:00,2026-05-01 16:05:00,4643.948,4639.948,400,800,-40.0,SL,61.8,2026-05
BUY,2026-05-01 16:10:00,2026-05-01 16:25:00,4642.599,4638.599,400,800,-40.0,SL,61.8,2026-05
BUY,2026-05-01 16:35:00,2026-05-01 17:20:00,4640.411,4636.411,400,800,-40.0,SL,61.8,2026-05
SELL,2026-05-04 04:50:00,2026-05-04 05:15:00,4607.261,4611.261,400,800,-40.0,SL,61.8,2026-05
SELL,2026-05-04 05:20:00,2026-05-04 05:25:00,4604.87,4596.87,400,800,80.0,TP,61.8,2026-05
SELL,2026-05-04 11:55:00,2026-05-04 12:10:00,4560.144,4564.144,400,800,-40.0,SL,61.8,2026-05
SELL,2026-05-04 12:30:00,2026-05-04 12:40:00,4566.056,4570.056,400,800,-40.0,SL,61.8,2026-05
SELL,2026-05-04 12:45:00,2026-05-04 12:50:00,4570.635,4573.635,300,600,-30.0,SL,78.6,2026-05
SELL,2026-05-04 12:55:00,2026-05-04 13:00:00,4568.404,4560.404,400,800,80.0,TP,61.8,2026-05
SELL,2026-05-04 13:10:00,2026-05-04 13:30:00,4566.031,4570.031,400,800,-40.0,SL,61.8,2026-05
SELL,2026-05-04 13:35:00,2026-05-04 13:40:00,4566.654,4570.654,400,800,-40.0,SL,61.8,2026-05
SELL,2026-05-04 14:25:00,2026-05-04 14:30:00,4571.338,4575.338,400,800,-40.0,SL,61.8,2026-05
SELL,2026-05-04 18:10:00,2026-05-04 18:25:00,4519.956,4511.956,400,800,80.0,TP,61.8,2026-05
SELL,2026-05-04 22:10:00,2026-05-05 00:05:00,4521.248,4525.248,400,800,-40.0,SL,61.8,2026-05
SELL,2026-05-05 00:15:00,2026-05-05 00:25:00,4523.545,4515.545,400,800,80.0,TP,61.8,2026-05
BUY,2026-05-05 08:30:00,2026-05-05 08:55:00,4551.274,4559.274,400,800,80.0,TP,61.8,2026-05
BUY,2026-05-05 09:05:00,2026-05-05 09:15:00,4559.01,4555.01,400,800,-40.0,SL,61.8,2026-05
BUY,2026-05-05 09:20:00,2026-05-05 09:30:00,4555.005,4551.005,400,800,-40.0,SL,61.8,2026-05
BUY,2026-05-05 09:35:00,2026-05-05 10:10:00,4555.107,4551.107,400,800,-40.0,SL,61.8,2026-05
BUY,2026-05-05 10:30:00,2026-05-05 10:40:00,4553.177,4549.177,400,800,-40.0,SL,61.8,2026-05
BUY,2026-05-07 04:05:00,2026-05-07 04:15:00,4699.908,4695.908,400,800,-40.0,SL,61.8,2026-05
BUY,2026-05-07 05:00:00,2026-05-07 05:15:00,4700.104,4696.104,400,800,-40.0,SL,61.8,2026-05
BUY,2026-05-07 05:30:00,2026-05-07 06:20:00,4703.196,4711.196,400,800,80.0,TP,61.8,2026-05
BUY,2026-05-07 10:50:00,2026-05-07 11:05:00,4737.103,4733.103,400,800,-40.0,SL,61.8,2026-05
BUY,2026-05-07 11:15:00,2026-05-07 11:45:00,4730.431,4738.431,400,800,80.0,TP,61.8,2026-05
BUY,2026-05-07 11:50:00,2026-05-07 12:20:00,4739.437,4735.437,400,800,-40.0,SL,61.8,2026-05
BUY,2026-05-07 12:25:00,2026-05-07 12:30:00,4737.921,4745.921,400,800,80.0,TP,61.8,2026-05
BUY,2026-05-07 13:05:00,2026-05-07 13:10:00,4741.024,4737.024,400,800,-40.0,SL,61.8,2026-05
BUY,2026-05-07 13:15:00,2026-05-07 13:30:00,4740.136,4748.136,400,800,80.0,TP,61.8,2026-05
BUY,2026-05-07 13:50:00,2026-05-07 14:10:00,4743.935,4749.935,300,600,60.0,TP,78.6,2026-05
BUY,2026-05-08 05:40:00,2026-05-08 06:00:00,4724.44,4720.44,400,800,-40.0,SL,61.8,2026-05
SELL,2026-05-11 06:45:00,2026-05-11 06:50:00,4673.918,4677.918,400,800,-40.0,SL,61.8,2026-05
SELL,2026-05-11 07:45:00,2026-05-11 08:10:00,4667.671,4671.671,400,800,-40.0,SL,61.8,2026-05
SELL,2026-05-11 08:25:00,2026-05-11 09:20:00,4671.6,4663.6,400,800,80.0,TP,61.8,2026-05
SELL,2026-05-11 10:25:00,2026-05-11 11:00:00,4663.28,4667.28,400,800,-40.0,SL,61.8,2026-05
BUY,2026-05-11 16:15:00,2026-05-11 16:25:00,4726.705,4722.705,400,800,-40.0,SL,61.8,2026-05
BUY,2026-05-11 17:40:00,2026-05-11 19:50:00,4723.663,4731.663,400,800,80.0,TP,61.8,2026-05
SELL,2026-05-13 10:15:00,2026-05-13 10:20:00,4700.673,4704.673,400,800,-40.0,SL,61.8,2026-05
SELL,2026-05-13 10:25:00,2026-05-13 11:00:00,4699.702,4691.702,400,800,80.0,TP,61.8,2026-05
SELL,2026-05-13 11:15:00,2026-05-13 11:30:00,4697.808,4701.808,400,800,-40.0,SL,61.8,2026-05
SELL,2026-05-13 12:05:00,2026-05-13 12:15:00,4698.863,4690.863,400,800,80.0,TP,61.8,2026-05
SELL,2026-05-13 13:25:00,2026-05-13 13:35:00,4688.502,4680.502,400,800,80.0,TP,61.8,2026-05
SELL,2026-05-13 14:35:00,2026-05-13 14:45:00,4686.221,4678.221,400,800,80.0,TP,61.8,2026-05
SELL,2026-05-13 14:50:00,2026-05-13 15:00:00,4681.261,4685.261,400,800,-40.0,SL,61.8,2026-05
SELL,2026-05-13 15:10:00,2026-05-13 15:25:00,4687.678,4691.678,400,800,-40.0,SL,61.8,2026-05
BUY,2026-05-13 15:30:00,2026-05-13 16:05:00,4695.037,4701.037,300,600,60.0,TP,78.6,2026-05
BUY,2026-05-14 05:30:00,2026-05-14 05:55:00,4698.824,4694.824,400,800,-40.0,SL,61.8,2026-05
BUY,2026-05-14 11:05:00,2026-05-14 11:20:00,4697.269,4693.269,400,800,-40.0,SL,61.8,2026-05
BUY,2026-05-14 11:30:00,2026-05-14 11:50:00,4693.655,4701.655,400,800,80.0,TP,61.8,2026-05
SELL,2026-05-14 15:25:00,2026-05-14 16:05:00,4685.954,4677.954,400,800,80.0,TP,61.8,2026-05
SELL,2026-05-14 18:20:00,2026-05-14 19:05:00,4674.864,4666.864,400,800,80.0,TP,61.8,2026-05
BUY,2026-05-18 06:55:00,2026-05-18 07:10:00,4546.542,4542.542,400,800,-40.0,SL,61.8,2026-05
BUY,2026-05-18 07:25:00,2026-05-18 07:30:00,4550.422,4556.422,300,600,60.0,TP,78.6,2026-05
SELL,2026-05-18 18:05:00,2026-05-18 18:25:00,4545.165,4537.165,400,800,80.0,TP,61.8,2026-05
BUY,2026-05-18 20:00:00,2026-05-18 20:15:00,4560.153,4566.153,300,600,60.0,TP,78.6,2026-05
BUY,2026-05-18 20:30:00,2026-05-18 22:00:00,4562.885,4568.885,300,600,60.0,TP,78.6,2026-05
BUY,2026-05-20 12:45:00,2026-05-20 12:50:00,4503.075,4499.075,400,800,-40.0,SL,61.8,2026-05
BUY,2026-05-20 13:00:00,2026-05-20 13:10:00,4497.821,4505.821,400,800,80.0,TP,61.8,2026-05
BUY,2026-05-20 18:05:00,2026-05-20 18:35:00,4532.699,4540.699,400,800,80.0,TP,61.8,2026-05
BUY,2026-05-20 19:05:00,2026-05-20 19:35:00,4543.058,4549.058,300,600,60.0,TP,78.6,2026-05
SELL,2026-05-21 08:30:00,2026-05-21 08:55:00,4529.662,4533.662,400,800,-40.0,SL,61.8,2026-05
SELL,2026-05-21 09:20:00,2026-05-21 09:30:00,4537.411,4540.411,300,600,-30.0,SL,78.6,2026-05
SELL,2026-05-21 09:35:00,2026-05-21 10:25:00,4532.741,4524.741,400,800,80.0,TP,61.8,2026-05
SELL,2026-05-21 14:45:00,2026-05-21 14:50:00,4504.186,4508.186,400,800,-40.0,SL,61.8,2026-05
BUY,2026-05-21 17:05:00,2026-05-21 17:10:00,4517.819,4525.819,400,800,80.0,TP,61.8,2026-05
BUY,2026-05-21 19:00:00,2026-05-21 19:05:00,4535.536,4531.536,400,800,-40.0,SL,61.8,2026-05
BUY,2026-05-21 19:10:00,2026-05-21 22:00:00,4537.629,4545.629,400,800,80.0,TP,61.8,2026-05
BUY,2026-05-21 22:10:00,2026-05-21 23:20:00,4542.22,4538.22,400,800,-40.0,SL,61.8,2026-05
SELL,2026-05-22 06:50:00,2026-05-22 07:40:00,4525.197,4517.197,400,800,80.0,TP,61.8,2026-05
SELL,2026-05-22 08:40:00,2026-05-22 09:45:00,4522.17,4526.17,400,800,-40.0,SL,61.8,2026-05
BUY,2026-05-22 09:50:00,2026-05-22 10:00:00,4533.041,4530.041,300,600,-30.0,SL,78.6,2026-05
SELL,2026-05-22 10:25:00,2026-05-22 10:35:00,4524.925,4516.925,400,800,80.0,TP,61.8,2026-05
SELL,2026-05-22 11:45:00,2026-05-22 12:10:00,4522.292,4526.292,400,800,-40.0,SL,61.8,2026-05
SELL,2026-05-22 12:20:00,2026-05-22 12:30:00,4527.452,4519.452,400,800,80.0,TP,61.8,2026-05
SELL,2026-05-22 13:15:00,2026-05-22 13:35:00,4527.043,4519.043,400,800,80.0,TP,61.8,2026-05
SELL,2026-05-22 15:20:00,2026-05-22 15:25:00,4514.18,4518.18,400,800,-40.0,SL,61.8,2026-05
SELL,2026-05-22 15:30:00,2026-05-22 16:25:00,4519.077,4523.077,400,800,-40.0,SL,61.8,2026-05
SELL,2026-05-22 16:30:00,2026-05-22 16:40:00,4522.318,4516.318,300,600,60.0,TP,78.6,2026-05
SELL,2026-05-22 16:45:00,2026-05-22 17:00:00,4513.662,4517.662,400,800,-40.0,SL,61.8,2026-05
SELL,2026-05-22 17:50:00,2026-05-22 18:00:00,4519.782,4511.782,400,800,80.0,TP,61.8,2026-05
SELL,2026-05-22 18:05:00,2026-05-22 18:35:00,4515.427,4519.427,400,800,-40.0,SL,61.8,2026-05
SELL,2026-05-22 18:55:00,2026-05-22 19:10:00,4515.146,4507.146,400,800,80.0,TP,61.8,2026-05
BUY,2026-05-25 03:50:00,2026-05-25 05:25:00,4559.683,4555.683,400,800,-40.0,SL,61.8,2026-05
BUY,2026-05-25 06:20:00,2026-05-25 07:00:00,4556.249,4564.249,400,800,80.0,TP,61.8,2026-05
BUY,2026-05-25 08:45:00,2026-05-25 09:30:00,4554.617,4562.617,400,800,80.0,TP,61.8,2026-05
BUY,2026-05-25 11:10:00,2026-05-25 12:00:00,4571.923,4567.923,400,800,-40.0,SL,61.8,2026-05
BUY,2026-05-25 12:50:00,2026-05-25 13:00:00,4566.713,4562.713,400,800,-40.0,SL,61.8,2026-05
SELL,2026-05-25 13:15:00,2026-05-25 14:00:00,4562.103,4566.103,400,800,-40.0,SL,61.8,2026-05
BUY,2026-05-25 14:05:00,2026-05-25 14:30:00,4569.292,4565.292,400,800,-40.0,SL,61.8,2026-05
BUY,2026-05-25 14:35:00,2026-05-25 17:00:00,4567.444,4575.444,400,800,80.0,TP,61.8,2026-05
BUY,2026-05-25 22:10:00,2026-05-25 23:25:00,4573.327,4569.327,400,800,-40.0,SL,61.8,2026-05
SELL,2026-05-26 17:25:00,2026-05-26 17:55:00,4501.596,4493.596,400,800,80.0,TP,61.8,2026-05
SELL,2026-05-27 15:15:00,2026-05-27 15:25:00,4430.603,4434.603,400,800,-40.0,SL,61.8,2026-05
SELL,2026-05-27 15:40:00,2026-05-27 15:45:00,4434.206,4438.206,400,800,-40.0,SL,61.8,2026-05
SELL,2026-05-27 16:00:00,2026-05-27 16:15:00,4437.322,4441.322,400,800,-40.0,SL,61.8,2026-05
SELL,2026-05-28 08:15:00,2026-05-28 09:20:00,4391.874,4395.874,400,800,-40.0,SL,61.8,2026-05
SELL,2026-05-28 09:30:00,2026-05-28 10:05:00,4392.912,4396.912,400,800,-40.0,SL,61.8,2026-05
BUY,2026-05-29 11:35:00,2026-05-29 11:55:00,4528.47,4536.47,400,800,80.0,TP,61.8,2026-05
SELL,2026-06-01 12:15:00,2026-06-01 12:25:00,4503.485,4507.485,400,800,-40.0,SL,61.8,2026-06
SELL,2026-06-01 12:30:00,2026-06-01 12:40:00,4500.765,4504.765,400,800,-40.0,SL,61.8,2026-06
BUY,2026-06-02 00:20:00,2026-06-02 00:40:00,4489.48,4485.48,400,800,-40.0,SL,61.8,2026-06
SELL,2026-06-02 00:45:00,2026-06-02 01:00:00,4481.579,4485.579,400,800,-40.0,SL,61.8,2026-06
BUY,2026-06-02 01:10:00,2026-06-02 01:15:00,4489.634,4485.634,400,800,-40.0,SL,61.8,2026-06
SELL,2026-06-02 01:30:00,2026-06-02 01:45:00,4486.963,4478.963,400,800,80.0,TP,61.8,2026-06
BUY,2026-06-02 02:20:00,2026-06-02 02:35:00,4483.745,4479.745,400,800,-40.0,SL,61.8,2026-06
BUY,2026-06-02 02:50:00,2026-06-02 02:55:00,4478.55,4486.55,400,800,80.0,TP,61.8,2026-06
BUY,2026-06-02 03:10:00,2026-06-02 03:25:00,4488.012,4494.012,300,600,60.0,TP,78.6,2026-06
BUY,2026-06-02 10:40:00,2026-06-02 12:05:00,4528.861,4524.861,400,800,-40.0,SL,61.8,2026-06
SELL,2026-06-02 19:20:00,2026-06-02 20:15:00,4486.412,4490.412,400,800,-40.0,SL,61.8,2026-06
SELL,2026-06-03 20:25:00,2026-06-03 20:50:00,4439.18,4431.18,400,800,80.0,TP,61.8,2026-06
BUY,2026-06-04 02:15:00,2026-06-04 02:30:00,4461.955,4457.955,400,800,-40.0,SL,61.8,2026-06
BUY,2026-06-04 03:25:00,2026-06-04 03:35:00,4469.534,4465.534,400,800,-40.0,SL,61.8,2026-06
BUY,2026-06-04 03:50:00,2026-06-04 04:15:00,4463.221,4471.221,400,800,80.0,TP,61.8,2026-06
BUY,2026-06-04 04:20:00,2026-06-04 04:30:00,4474.052,4482.052,400,800,80.0,TP,61.8,2026-06
BUY,2026-06-04 04:50:00,2026-06-04 05:05:00,4479.622,4476.622,300,600,-30.0,SL,78.6,2026-06
BUY,2026-06-04 05:10:00,2026-06-04 05:20:00,4476.952,4473.952,300,600,-30.0,SL,78.6,2026-06
BUY,2026-06-04 05:25:00,2026-06-04 05:45:00,4473.08,4469.08,400,800,-40.0,SL,61.8,2026-06
BUY,2026-06-04 05:55:00,2026-06-04 06:45:00,4469.269,4465.269,400,800,-40.0,SL,61.8,2026-06
BUY,2026-06-04 11:20:00,2026-06-04 11:25:00,4478.691,4484.691,300,600,60.0,TP,78.6,2026-06
BUY,2026-06-04 19:55:00,2026-06-04 20:20:00,4480.924,4476.924,400,800,-40.0,SL,61.8,2026-06
SELL,2026-06-04 20:25:00,2026-06-04 22:50:00,4477.834,4469.834,400,800,80.0,TP,61.8,2026-06
SELL,2026-06-05 05:55:00,2026-06-05 06:15:00,4439.939,4431.939,400,800,80.0,TP,61.8,2026-06
SELL,2026-06-05 06:25:00,2026-06-05 06:30:00,4442.358,4446.358,400,800,-40.0,SL,61.8,2026-06
SELL,2026-06-05 06:50:00,2026-06-05 07:00:00,4451.379,4455.379,400,800,-40.0,SL,61.8,2026-06
BUY,2026-06-05 08:40:00,2026-06-05 09:10:00,4461.926,4458.926,300,600,-30.0,SL,78.6,2026-06
BUY,2026-06-05 10:10:00,2026-06-05 11:15:00,4465.019,4461.019,400,800,-40.0,SL,61.8,2026-06
BUY,2026-06-08 23:10:00,2026-06-08 23:25:00,4327.491,4323.491,400,800,-40.0,SL,61.8,2026-06
SELL,2026-06-09 00:15:00,2026-06-09 01:05:00,4320.352,4324.352,400,800,-40.0,SL,61.8,2026-06
BUY,2026-06-09 01:15:00,2026-06-09 01:20:00,4324.048,4332.048,400,800,80.0,TP,61.8,2026-06
SELL,2026-06-10 07:00:00,2026-06-10 07:10:00,4203.788,4207.788,400,800,-40.0,SL,61.8,2026-06
BUY,2026-06-10 13:35:00,2026-06-10 13:40:00,4165.99,4171.99,300,600,60.0,TP,78.6,2026-06
SELL,2026-06-10 14:15:00,2026-06-10 14:20:00,4168.376,4171.376,300,600,-30.0,SL,78.6,2026-06
SELL,2026-06-10 14:25:00,2026-06-10 14:35:00,4160.95,4152.95,400,800,80.0,TP,61.8,2026-06
SELL,2026-06-11 15:10:00,2026-06-11 15:15:00,4080.413,4084.413,400,800,-40.0,SL,61.8,2026-06
SELL,2026-06-11 15:20:00,2026-06-11 15:25:00,4078.865,4082.865,400,800,-40.0,SL,61.8,2026-06
BUY,2026-06-11 15:35:00,2026-06-11 15:45:00,4085.722,4091.722,300,600,60.0,TP,78.6,2026-06
BUY,2026-06-12 13:25:00,2026-06-12 13:30:00,4202.946,4198.946,400,800,-40.0,SL,61.8,2026-06
BUY,2026-06-15 04:25:00,2026-06-15 05:35:00,4326.82,4322.82,400,800,-40.0,SL,61.8,2026-06
SELL,2026-06-16 02:35:00,2026-06-16 02:55:00,4313.733,4317.733,400,800,-40.0,SL,61.8,2026-06
SELL,2026-06-16 03:00:00,2026-06-16 03:25:00,4318.43,4322.43,400,800,-40.0,SL,61.8,2026-06
BUY,2026-06-16 03:30:00,2026-06-16 03:40:00,4324.85,4332.85,400,800,80.0,TP,61.8,2026-06
BUY,2026-06-16 12:30:00,2026-06-16 12:50:00,4344.307,4352.307,400,800,80.0,TP,61.8,2026-06
BUY,2026-06-16 13:20:00,2026-06-16 13:25:00,4338.361,4334.361,400,800,-40.0,SL,61.8,2026-06
BUY,2026-06-16 13:30:00,2026-06-16 13:55:00,4337.921,4333.921,400,800,-40.0,SL,61.8,2026-06
SELL,2026-06-16 19:45:00,2026-06-16 20:55:00,4337.512,4329.512,400,800,80.0,TP,61.8,2026-06
SELL,2026-06-16 23:20:00,2026-06-17 00:10:00,4335.831,4339.831,400,800,-40.0,SL,61.8,2026-06
BUY,2026-06-17 00:55:00,2026-06-17 01:05:00,4336.91,4344.91,400,800,80.0,TP,61.8,2026-06
BUY,2026-06-17 01:35:00,2026-06-17 02:45:00,4340.474,4336.474,400,800,-40.0,SL,61.8,2026-06
SELL,2026-06-17 05:35:00,2026-06-17 05:45:00,4328.624,4332.624,400,800,-40.0,SL,61.8,2026-06
SELL,2026-06-17 05:50:00,2026-06-17 06:20:00,4330.215,4322.215,400,800,80.0,TP,61.8,2026-06
SELL,2026-06-17 06:25:00,2026-06-17 06:40:00,4324.429,4328.429,400,800,-40.0,SL,61.8,2026-06
SELL,2026-06-17 06:50:00,2026-06-17 08:15:00,4329.215,4321.215,400,800,80.0,TP,61.8,2026-06
SELL,2026-06-17 08:25:00,2026-06-17 09:15:00,4323.461,4327.461,400,800,-40.0,SL,61.8,2026-06
SELL,2026-06-17 09:40:00,2026-06-17 10:45:00,4328.569,4332.569,400,800,-40.0,SL,61.8,2026-06
BUY,2026-06-18 07:25:00,2026-06-18 07:30:00,4307.508,4303.508,400,800,-40.0,SL,61.8,2026-06
SELL,2026-06-18 13:15:00,2026-06-18 13:25:00,4258.295,4262.295,400,800,-40.0,SL,61.8,2026-06
SELL,2026-06-19 16:15:00,2026-06-19 16:30:00,4145.185,4149.185,400,800,-40.0,SL,61.8,2026-06
SELL,2026-06-19 16:40:00,2026-06-19 16:45:00,4151.528,4155.528,400,800,-40.0,SL,61.8,2026-06
BUY,2026-06-19 16:55:00,2026-06-21 22:00:00,4155.421,4151.421,400,800,-40.0,SL,61.8,2026-06
SELL,2026-06-21 22:20:00,2026-06-21 22:30:00,4149.859,4153.859,400,800,-40.0,SL,61.8,2026-06
BUY,2026-06-21 23:00:00,2026-06-21 23:15:00,4159.366,4155.366,400,800,-40.0,SL,61.8,2026-06
BUY,2026-06-21 23:20:00,2026-06-21 23:30:00,4157.635,4153.635,400,800,-40.0,SL,61.8,2026-06
SELL,2026-06-22 17:50:00,2026-06-22 18:15:00,4182.728,4186.728,400,800,-40.0,SL,61.8,2026-06
SELL,2026-06-22 20:45:00,2026-06-22 23:40:00,4191.032,4195.032,400,800,-40.0,SL,61.8,2026-06
SELL,2026-06-22 23:45:00,2026-06-23 00:10:00,4190.93,4182.93,400,800,80.0,TP,61.8,2026-06
BUY,2026-06-23 00:40:00,2026-06-23 01:05:00,4192.547,4188.547,400,800,-40.0,SL,61.8,2026-06
SELL,2026-06-23 01:10:00,2026-06-23 01:15:00,4185.159,4177.159,400,800,80.0,TP,61.8,2026-06
SELL,2026-06-24 01:30:00,2026-06-24 01:45:00,4098.062,4090.062,400,800,80.0,TP,61.8,2026-06
SELL,2026-06-24 04:40:00,2026-06-24 05:05:00,4063.751,4067.751,400,800,-40.0,SL,61.8,2026-06
SELL,2026-06-24 05:10:00,2026-06-24 05:20:00,4067.557,4071.557,400,800,-40.0,SL,61.8,2026-06
SELL,2026-06-24 19:30:00,2026-06-24 19:50:00,3985.438,3989.438,400,800,-40.0,SL,61.8,2026-06
SELL,2026-06-24 20:10:00,2026-06-24 20:20:00,3995.238,3998.238,300,600,-30.0,SL,78.6,2026-06
SELL,2026-06-24 20:35:00,2026-06-24 20:40:00,3995.823,3998.823,300,600,-30.0,SL,78.6,2026-06
SELL,2026-06-24 22:10:00,2026-06-24 22:35:00,4001.829,4004.829,300,600,-30.0,SL,78.6,2026-06
SELL,2026-06-24 22:40:00,2026-06-24 22:50:00,4002.292,3996.292,300,600,60.0,TP,78.6,2026-06
SELL,2026-06-24 23:00:00,2026-06-24 23:20:00,3995.368,3999.368,400,800,-40.0,SL,61.8,2026-06
SELL,2026-06-25 00:10:00,2026-06-25 00:25:00,4005.655,3997.655,400,800,80.0,TP,61.8,2026-06
BUY,2026-06-25 19:20:00,2026-06-25 19:30:00,4039.206,4035.206,400,800,-40.0,SL,61.8,2026-06
BUY,2026-06-25 19:35:00,2026-06-25 19:45:00,4034.602,4030.602,400,800,-40.0,SL,61.8,2026-06
SELL,2026-06-26 02:00:00,2026-06-26 02:15:00,4020.312,4012.312,400,800,80.0,TP,61.8,2026-06
BUY,2026-06-26 11:15:00,2026-06-26 11:35:00,4052.926,4048.926,400,800,-40.0,SL,61.8,2026-06
BUY,2026-06-26 16:40:00,2026-06-26 17:20:00,4084.637,4080.637,400,800,-40.0,SL,61.8,2026-06
SELL,2026-06-29 00:00:00,2026-06-29 00:05:00,4061.983,4053.983,400,800,80.0,TP,61.8,2026-06
SELL,2026-06-29 00:10:00,2026-06-29 00:20:00,4058.746,4050.746,400,800,80.0,TP,61.8,2026-06
SELL,2026-06-29 01:25:00,2026-06-29 01:35:00,4059.159,4063.159,400,800,-40.0,SL,61.8,2026-06
SELL,2026-06-29 01:45:00,2026-06-29 02:00:00,4060.012,4064.012,400,800,-40.0,SL,61.8,2026-06
SELL,2026-06-29 02:05:00,2026-06-29 02:10:00,4061.86,4065.86,400,800,-40.0,SL,61.8,2026-06
SELL,2026-06-29 02:20:00,2026-06-29 02:30:00,4067.597,4071.597,400,800,-40.0,SL,61.8,2026-06
