type,entry_time,exit_time,entry_price,exit_price,profit,result,month
BUY,2026-06-04 02:50:00,2026-06-04 02:55:00,4474.299,4472.299,-20.0,SL,2026-06
BUY,2026-06-04 04:30:00,2026-06-04 05:00:00,4480.313,4478.313,-20.0,SL,2026-06
BUY,2026-06-04 09:45:00,2026-06-04 09:50:00,4470.784,4474.784,40.0,TP,2026-06
BUY,2026-06-04 10:40:00,2026-06-04 10:50:00,4471.139,4469.139,-20.0,SL,2026-06
BUY,2026-06-04 11:05:00,2026-06-04 11:10:00,4477.306,4475.306,-20.0,SL,2026-06
BUY,2026-06-04 11:15:00,2026-06-04 11:25:00,4477.715,4481.715,40.0,TP,2026-06
BUY,2026-06-04 11:40:00,2026-06-04 11:45:00,4491.247,4495.247,40.0,TP,2026-06
BUY,2026-06-04 11:50:00,2026-06-04 11:55:00,4503.544,4507.544,40.0,TP,2026-06
BUY,2026-06-04 12:20:00,2026-06-04 12:30:00,4497.365,4501.365,40.0,TP,2026-06
BUY,2026-06-04 12:40:00,2026-06-04 12:45:00,4501.944,4499.944,-20.0,SL,2026-06
SELL,2026-06-04 18:30:00,2026-06-04 18:45:00,4473.616,4475.616,-20.0,SL,2026-06
SELL,2026-06-04 22:50:00,2026-06-04 22:55:00,4469.77,4471.77,-20.0,SL,2026-06
SELL,2026-06-05 01:35:00,2026-06-05 01:40:00,4449.75,4445.75,40.0,TP,2026-06
SELL,2026-06-05 02:30:00,2026-06-05 02:35:00,4445.092,4447.092,-20.0,SL,2026-06
SELL,2026-06-05 02:55:00,2026-06-05 03:00:00,4440.658,4436.658,40.0,TP,2026-06
SELL,2026-06-05 06:10:00,2026-06-05 06:15:00,4436.558,4432.558,40.0,TP,2026-06
BUY,2026-06-05 07:15:00,2026-06-05 07:20:00,4461.62,4465.62,40.0,TP,2026-06
BUY,2026-06-05 07:25:00,2026-06-05 07:30:00,4467.015,4465.015,-20.0,SL,2026-06
BUY,2026-06-05 08:15:00,2026-06-05 08:25:00,4462.728,4466.728,40.0,TP,2026-06
BUY,2026-06-05 11:50:00,2026-06-05 11:55:00,4471.81,4469.81,-20.0,SL,2026-06
BUY,2026-06-05 12:15:00,2026-06-05 12:20:00,4472.757,4470.757,-20.0,SL,2026-06
SELL,2026-06-05 12:30:00,2026-06-05 12:35:00,4453.111,4449.111,40.0,TP,2026-06
SELL,2026-06-05 13:20:00,2026-06-05 13:25:00,4410.051,4412.051,-20.0,SL,2026-06
SELL,2026-06-05 13:35:00,2026-06-05 13:40:00,4391.97,4393.97,-20.0,SL,2026-06
SELL,2026-06-05 13:45:00,2026-06-05 13:50:00,4383.597,4385.597,-20.0,SL,2026-06
SELL,2026-06-05 13:55:00,2026-06-05 14:00:00,4365.51,4367.51,-20.0,SL,2026-06
SELL,2026-06-05 14:10:00,2026-06-05 14:15:00,4366.408,4368.408,-20.0,SL,2026-06
SELL,2026-06-05 14:20:00,2026-06-05 14:25:00,4357.747,4359.747,-20.0,SL,2026-06
SELL,2026-06-05 14:30:00,2026-06-05 14:35:00,4352.946,4348.946,40.0,TP,2026-06
SELL,2026-06-05 15:35:00,2026-06-05 15:40:00,4339.796,4335.796,40.0,TP,2026-06
SELL,2026-06-05 18:35:00,2026-06-05 18:40:00,4320.463,4316.463,40.0,TP,2026-06
SELL,2026-06-05 19:10:00,2026-06-05 19:15:00,4315.504,4317.504,-20.0,SL,2026-06
SELL,2026-06-05 19:40:00,2026-06-05 19:45:00,4318.922,4320.922,-20.0,SL,2026-06
SELL,2026-06-05 19:50:00,2026-06-05 19:55:00,4318.427,4320.427,-20.0,SL,2026-06
SELL,2026-06-08 05:30:00,2026-06-08 05:35:00,4286.962,4288.962,-20.0,SL,2026-06
SELL,2026-06-08 08:20:00,2026-06-08 08:30:00,4288.88,4290.88,-20.0,SL,2026-06
SELL,2026-06-08 08:35:00,2026-06-08 08:40:00,4287.66,4289.66,-20.0,SL,2026-06
SELL,2026-06-08 08:50:00,2026-06-08 09:00:00,4288.442,4290.442,-20.0,SL,2026-06
SELL,2026-06-08 09:05:00,2026-06-08 09:10:00,4285.439,4287.439,-20.0,SL,2026-06
SELL,2026-06-08 09:25:00,2026-06-08 09:30:00,4279.853,4275.853,40.0,TP,2026-06
SELL,2026-06-08 10:15:00,2026-06-08 10:20:00,4290.24,4292.24,-20.0,SL,2026-06
SELL,2026-06-08 23:25:00,2026-06-08 23:30:00,4320.427,4316.427,40.0,TP,2026-06
SELL,2026-06-08 23:40:00,2026-06-08 23:45:00,4319.848,4315.848,40.0,TP,2026-06
SELL,2026-06-09 00:15:00,2026-06-09 00:30:00,4320.352,4316.352,40.0,TP,2026-06
BUY,2026-06-09 01:25:00,2026-06-09 01:30:00,4335.363,4333.363,-20.0,SL,2026-06
BUY,2026-06-09 01:50:00,2026-06-09 01:55:00,4336.535,4334.535,-20.0,SL,2026-06
BUY,2026-06-09 02:10:00,2026-06-09 02:15:00,4332.922,4330.922,-20.0,SL,2026-06
BUY,2026-06-09 02:40:00,2026-06-09 02:50:00,4338.917,4336.917,-20.0,SL,2026-06
BUY,2026-06-09 05:30:00,2026-06-09 05:35:00,4342.595,4340.595,-20.0,SL,2026-06
BUY,2026-06-09 05:40:00,2026-06-09 05:45:00,4348.562,4346.562,-20.0,SL,2026-06
BUY,2026-06-09 06:15:00,2026-06-09 06:25:00,4342.654,4340.654,-20.0,SL,2026-06
BUY,2026-06-09 10:55:00,2026-06-09 11:00:00,4339.002,4337.002,-20.0,SL,2026-06
BUY,2026-06-09 11:15:00,2026-06-09 11:20:00,4339.339,4337.339,-20.0,SL,2026-06
BUY,2026-06-09 11:25:00,2026-06-09 11:50:00,4338.498,4342.498,40.0,TP,2026-06
BUY,2026-06-09 12:00:00,2026-06-09 12:15:00,4342.521,4340.521,-20.0,SL,2026-06
SELL,2026-06-09 22:40:00,2026-06-09 22:45:00,4249.272,4245.272,40.0,TP,2026-06
SELL,2026-06-09 22:50:00,2026-06-09 22:55:00,4235.145,4237.145,-20.0,SL,2026-06
SELL,2026-06-09 23:05:00,2026-06-09 23:10:00,4241.815,4237.815,40.0,TP,2026-06
SELL,2026-06-09 23:20:00,2026-06-09 23:25:00,4227.298,4223.298,40.0,TP,2026-06
SELL,2026-06-09 23:35:00,2026-06-09 23:40:00,4221.973,4223.973,-20.0,SL,2026-06
SELL,2026-06-09 23:45:00,2026-06-09 23:50:00,4213.313,4215.313,-20.0,SL,2026-06
SELL,2026-06-10 08:00:00,2026-06-10 08:05:00,4164.16,4166.16,-20.0,SL,2026-06
SELL,2026-06-10 11:55:00,2026-06-10 12:00:00,4147.722,4149.722,-20.0,SL,2026-06
SELL,2026-06-10 12:10:00,2026-06-10 12:15:00,4136.346,4138.346,-20.0,SL,2026-06
SELL,2026-06-10 12:20:00,2026-06-10 12:25:00,4134.702,4136.702,-20.0,SL,2026-06
SELL,2026-06-10 12:50:00,2026-06-10 12:55:00,4151.861,4147.861,40.0,TP,2026-06
SELL,2026-06-10 13:15:00,2026-06-10 13:20:00,4135.806,4137.806,-20.0,SL,2026-06
BUY,2026-06-10 13:40:00,2026-06-10 13:45:00,4178.815,4176.815,-20.0,SL,2026-06
SELL,2026-06-10 14:55:00,2026-06-10 15:00:00,4124.67,4126.67,-20.0,SL,2026-06
SELL,2026-06-10 15:15:00,2026-06-10 15:20:00,4115.641,4117.641,-20.0,SL,2026-06
SELL,2026-06-10 15:35:00,2026-06-10 15:40:00,4124.713,4126.713,-20.0,SL,2026-06
SELL,2026-06-10 15:45:00,2026-06-10 15:50:00,4118.156,4120.156,-20.0,SL,2026-06
SELL,2026-06-10 16:20:00,2026-06-10 16:25:00,4130.02,4132.02,-20.0,SL,2026-06
SELL,2026-06-10 16:40:00,2026-06-10 16:45:00,4122.393,4118.393,40.0,TP,2026-06
SELL,2026-06-10 17:35:00,2026-06-10 17:45:00,4105.075,4107.075,-20.0,SL,2026-06
SELL,2026-06-10 19:00:00,2026-06-10 19:05:00,4096.282,4098.282,-20.0,SL,2026-06
SELL,2026-06-10 19:10:00,2026-06-10 19:15:00,4089.05,4091.05,-20.0,SL,2026-06
SELL,2026-06-10 19:20:00,2026-06-10 19:30:00,4085.024,4087.024,-20.0,SL,2026-06
BUY,2026-06-11 07:20:00,2026-06-11 07:35:00,4107.772,4105.772,-20.0,SL,2026-06
BUY,2026-06-11 07:40:00,2026-06-11 07:45:00,4107.398,4105.398,-20.0,SL,2026-06
BUY,2026-06-11 08:05:00,2026-06-11 08:10:00,4111.609,4109.609,-20.0,SL,2026-06
SELL,2026-06-11 12:10:00,2026-06-11 12:15:00,4076.192,4078.192,-20.0,SL,2026-06
BUY,2026-06-11 16:10:00,2026-06-11 16:15:00,4102.519,4100.519,-20.0,SL,2026-06
BUY,2026-06-11 17:30:00,2026-06-11 17:35:00,4148.93,4146.93,-20.0,SL,2026-06
BUY,2026-06-11 18:10:00,2026-06-11 18:15:00,4146.679,4150.679,40.0,TP,2026-06
BUY,2026-06-11 19:00:00,2026-06-11 19:05:00,4174.23,4172.23,-20.0,SL,2026-06
BUY,2026-06-11 19:10:00,2026-06-11 19:15:00,4188.049,4186.049,-20.0,SL,2026-06
BUY,2026-06-11 19:25:00,2026-06-11 19:30:00,4195.729,4199.729,40.0,TP,2026-06
BUY,2026-06-11 19:50:00,2026-06-11 19:55:00,4215.331,4213.331,-20.0,SL,2026-06
BUY,2026-06-11 20:05:00,2026-06-11 20:10:00,4214.637,4212.637,-20.0,SL,2026-06
BUY,2026-06-11 20:20:00,2026-06-11 20:25:00,4215.456,4213.456,-20.0,SL,2026-06
BUY,2026-06-11 22:55:00,2026-06-11 23:00:00,4243.304,4241.304,-20.0,SL,2026-06
BUY,2026-06-12 03:25:00,2026-06-12 03:30:00,4203.422,4201.422,-20.0,SL,2026-06
BUY,2026-06-12 03:50:00,2026-06-12 03:55:00,4200.286,4198.286,-20.0,SL,2026-06
SELL,2026-06-12 12:35:00,2026-06-12 12:40:00,4193.015,4195.015,-20.0,SL,2026-06
SELL,2026-06-12 13:40:00,2026-06-12 13:45:00,4190.868,4192.868,-20.0,SL,2026-06
SELL,2026-06-12 14:10:00,2026-06-12 14:15:00,4193.296,4195.296,-20.0,SL,2026-06
SELL,2026-06-12 14:40:00,2026-06-12 14:45:00,4184.378,4180.378,40.0,TP,2026-06
BUY,2026-06-12 15:50:00,2026-06-12 15:55:00,4215.405,4213.405,-20.0,SL,2026-06
BUY,2026-06-12 16:05:00,2026-06-12 16:10:00,4213.167,4217.167,40.0,TP,2026-06
BUY,2026-06-14 22:00:00,2026-06-14 22:05:00,4300.882,4298.882,-20.0,SL,2026-06
BUY,2026-06-14 22:15:00,2026-06-14 22:20:00,4305.101,4303.101,-20.0,SL,2026-06
BUY,2026-06-15 02:00:00,2026-06-15 02:10:00,4322.078,4326.078,40.0,TP,2026-06
BUY,2026-06-15 02:20:00,2026-06-15 02:25:00,4329.429,4327.429,-20.0,SL,2026-06
BUY,2026-06-15 02:35:00,2026-06-15 02:40:00,4332.658,4330.658,-20.0,SL,2026-06
BUY,2026-06-15 02:45:00,2026-06-15 02:50:00,4334.288,4332.288,-20.0,SL,2026-06
BUY,2026-06-15 03:10:00,2026-06-15 03:25:00,4325.197,4323.197,-20.0,SL,2026-06
BUY,2026-06-15 03:30:00,2026-06-15 03:40:00,4326.086,4324.086,-20.0,SL,2026-06
BUY,2026-06-15 08:30:00,2026-06-15 08:35:00,4343.151,4341.151,-20.0,SL,2026-06
BUY,2026-06-15 12:55:00,2026-06-15 13:00:00,4348.814,4346.814,-20.0,SL,2026-06
BUY,2026-06-15 13:10:00,2026-06-15 13:15:00,4349.282,4353.282,40.0,TP,2026-06
BUY,2026-06-15 13:30:00,2026-06-15 13:35:00,4362.746,4360.746,-20.0,SL,2026-06
BUY,2026-06-15 14:00:00,2026-06-15 14:05:00,4358.684,4362.684,40.0,TP,2026-06
BUY,2026-06-15 14:15:00,2026-06-15 14:20:00,4361.351,4359.351,-20.0,SL,2026-06
BUY,2026-06-15 14:25:00,2026-06-15 14:30:00,4363.464,4361.464,-20.0,SL,2026-06
BUY,2026-06-15 14:45:00,2026-06-15 14:50:00,4361.615,4359.615,-20.0,SL,2026-06
BUY,2026-06-16 03:35:00,2026-06-16 03:40:00,4326.922,4330.922,40.0,TP,2026-06
BUY,2026-06-16 07:50:00,2026-06-16 08:00:00,4331.498,4335.498,40.0,TP,2026-06
BUY,2026-06-16 08:05:00,2026-06-16 08:10:00,4338.893,4336.893,-20.0,SL,2026-06
BUY,2026-06-16 08:25:00,2026-06-16 08:35:00,4341.362,4339.362,-20.0,SL,2026-06
BUY,2026-06-16 08:40:00,2026-06-16 08:50:00,4343.151,4341.151,-20.0,SL,2026-06
BUY,2026-06-16 10:55:00,2026-06-16 11:00:00,4348.705,4346.705,-20.0,SL,2026-06
BUY,2026-06-16 12:55:00,2026-06-16 13:00:00,4354.497,4352.497,-20.0,SL,2026-06
SELL,2026-06-16 14:15:00,2026-06-16 14:20:00,4323.165,4325.165,-20.0,SL,2026-06
SELL,2026-06-16 14:25:00,2026-06-16 14:30:00,4319.738,4315.738,40.0,TP,2026-06
SELL,2026-06-16 19:50:00,2026-06-16 20:55:00,4333.987,4329.987,40.0,TP,2026-06
SELL,2026-06-16 22:00:00,2026-06-16 22:45:00,4331.889,4333.889,-20.0,SL,2026-06
SELL,2026-06-16 23:00:00,2026-06-16 23:10:00,4334.561,4336.561,-20.0,SL,2026-06
BUY,2026-06-17 00:15:00,2026-06-17 00:20:00,4339.767,4337.767,-20.0,SL,2026-06
BUY,2026-06-17 01:00:00,2026-06-17 01:05:00,4341.977,4345.977,40.0,TP,2026-06
BUY,2026-06-17 01:25:00,2026-06-17 01:30:00,4343.453,4341.453,-20.0,SL,2026-06
BUY,2026-06-17 01:35:00,2026-06-17 01:40:00,4340.474,4338.474,-20.0,SL,2026-06
BUY,2026-06-17 01:50:00,2026-06-17 02:10:00,4339.807,4343.807,40.0,TP,2026-06
SELL,2026-06-17 04:25:00,2026-06-17 04:30:00,4324.672,4320.672,40.0,TP,2026-06
SELL,2026-06-17 05:10:00,2026-06-17 05:15:00,4322.318,4324.318,-20.0,SL,2026-06
SELL,2026-06-17 05:20:00,2026-06-17 05:25:00,4324.996,4326.996,-20.0,SL,2026-06
SELL,2026-06-17 08:35:00,2026-06-17 08:50:00,4320.353,4322.353,-20.0,SL,2026-06
BUY,2026-06-17 13:20:00,2026-06-17 13:25:00,4336.137,4334.137,-20.0,SL,2026-06
BUY,2026-06-17 13:35:00,2026-06-17 13:40:00,4337.656,4341.656,40.0,TP,2026-06
BUY,2026-06-17 16:15:00,2026-06-17 16:30:00,4365.148,4363.148,-20.0,SL,2026-06
BUY,2026-06-17 17:30:00,2026-06-17 17:35:00,4377.518,4375.518,-20.0,SL,2026-06
SELL,2026-06-17 18:00:00,2026-06-17 18:05:00,4316.507,4318.507,-20.0,SL,2026-06
SELL,2026-06-17 18:10:00,2026-06-17 18:15:00,4284.148,4286.148,-20.0,SL,2026-06
SELL,2026-06-17 18:20:00,2026-06-17 18:25:00,4292.561,4288.561,40.0,TP,2026-06
SELL,2026-06-17 18:30:00,2026-06-17 18:35:00,4270.85,4272.85,-20.0,SL,2026-06
SELL,2026-06-17 18:50:00,2026-06-17 18:55:00,4311.128,4307.128,40.0,TP,2026-06
SELL,2026-06-17 19:00:00,2026-06-17 19:05:00,4271.351,4273.351,-20.0,SL,2026-06
SELL,2026-06-17 19:15:00,2026-06-17 19:20:00,4244.072,4246.072,-20.0,SL,2026-06
SELL,2026-06-17 19:25:00,2026-06-17 19:30:00,4227.187,4229.187,-20.0,SL,2026-06
SELL,2026-06-17 19:35:00,2026-06-17 19:40:00,4221.894,4223.894,-20.0,SL,2026-06
SELL,2026-06-18 06:05:00,2026-06-18 06:10:00,4301.017,4297.017,40.0,TP,2026-06
SELL,2026-06-18 07:45:00,2026-06-18 07:50:00,4295.418,4291.418,40.0,TP,2026-06
SELL,2026-06-18 07:55:00,2026-06-18 08:00:00,4288.428,4290.428,-20.0,SL,2026-06
SELL,2026-06-18 08:10:00,2026-06-18 08:15:00,4287.154,4289.154,-20.0,SL,2026-06
SELL,2026-06-18 08:25:00,2026-06-18 08:30:00,4284.906,4286.906,-20.0,SL,2026-06
SELL,2026-06-18 08:40:00,2026-06-18 08:45:00,4281.623,4277.623,40.0,TP,2026-06
SELL,2026-06-18 08:55:00,2026-06-18 09:00:00,4266.756,4268.756,-20.0,SL,2026-06
SELL,2026-06-18 09:05:00,2026-06-18 09:10:00,4266.137,4262.137,40.0,TP,2026-06
SELL,2026-06-18 09:20:00,2026-06-18 09:25:00,4267.507,4269.507,-20.0,SL,2026-06
SELL,2026-06-18 10:55:00,2026-06-18 11:00:00,4255.604,4251.604,40.0,TP,2026-06
SELL,2026-06-18 11:05:00,2026-06-18 11:10:00,4248.203,4244.203,40.0,TP,2026-06
SELL,2026-06-18 11:30:00,2026-06-18 11:35:00,4248.003,4250.003,-20.0,SL,2026-06
SELL,2026-06-18 11:45:00,2026-06-18 11:50:00,4241.29,4243.29,-20.0,SL,2026-06
SELL,2026-06-18 12:25:00,2026-06-18 12:30:00,4255.364,4257.364,-20.0,SL,2026-06
SELL,2026-06-18 15:25:00,2026-06-18 15:30:00,4235.817,4231.817,40.0,TP,2026-06
SELL,2026-06-18 15:35:00,2026-06-18 15:40:00,4227.116,4229.116,-20.0,SL,2026-06
SELL,2026-06-18 15:45:00,2026-06-18 15:50:00,4227.125,4223.125,40.0,TP,2026-06
SELL,2026-06-18 16:10:00,2026-06-18 16:15:00,4227.47,4223.47,40.0,TP,2026-06
SELL,2026-06-18 16:30:00,2026-06-18 16:35:00,4221.81,4217.81,40.0,TP,2026-06
SELL,2026-06-18 16:45:00,2026-06-18 16:55:00,4218.023,4214.023,40.0,TP,2026-06
SELL,2026-06-18 19:05:00,2026-06-18 19:10:00,4208.356,4204.356,40.0,TP,2026-06
SELL,2026-06-18 23:00:00,2026-06-18 23:10:00,4200.581,4196.581,40.0,TP,2026-06
SELL,2026-06-18 23:40:00,2026-06-18 23:45:00,4194.175,4190.175,40.0,TP,2026-06
SELL,2026-06-19 02:10:00,2026-06-19 02:15:00,4179.962,4175.962,40.0,TP,2026-06
SELL,2026-06-19 02:45:00,2026-06-19 02:50:00,4176.381,4172.381,40.0,TP,2026-06
SELL,2026-06-19 03:00:00,2026-06-19 03:15:00,4169.726,4165.726,40.0,TP,2026-06
SELL,2026-06-19 03:25:00,2026-06-19 03:30:00,4167.493,4163.493,40.0,TP,2026-06
SELL,2026-06-19 14:20:00,2026-06-19 14:25:00,4145.405,4147.405,-20.0,SL,2026-06
SELL,2026-06-19 14:30:00,2026-06-19 14:35:00,4146.406,4148.406,-20.0,SL,2026-06
SELL,2026-06-19 14:40:00,2026-06-19 14:45:00,4144.593,4146.593,-20.0,SL,2026-06
BUY,2026-06-19 16:45:00,2026-06-19 16:50:00,4156.878,4154.878,-20.0,SL,2026-06
BUY,2026-06-19 16:55:00,2026-06-21 22:00:00,4155.421,4153.421,-20.0,SL,2026-06
BUY,2026-06-21 22:45:00,2026-06-21 23:00:00,4154.757,4158.757,40.0,TP,2026-06
BUY,2026-06-21 23:05:00,2026-06-21 23:10:00,4163.039,4161.039,-20.0,SL,2026-06
SELL,2026-06-21 23:45:00,2026-06-21 23:50:00,4137.337,4139.337,-20.0,SL,2026-06
BUY,2026-06-22 00:25:00,2026-06-22 00:30:00,4166.961,4170.961,40.0,TP,2026-06
BUY,2026-06-22 00:35:00,2026-06-22 00:40:00,4171.639,4175.639,40.0,TP,2026-06
BUY,2026-06-22 00:45:00,2026-06-22 00:50:00,4183.799,4181.799,-20.0,SL,2026-06
BUY,2026-06-22 00:55:00,2026-06-22 01:00:00,4200.644,4204.644,40.0,TP,2026-06
BUY,2026-06-22 01:05:00,2026-06-22 01:10:00,4213.629,4211.629,-20.0,SL,2026-06
BUY,2026-06-22 01:35:00,2026-06-22 01:40:00,4202.839,4200.839,-20.0,SL,2026-06
BUY,2026-06-22 09:05:00,2026-06-22 09:10:00,4208.335,4206.335,-20.0,SL,2026-06
BUY,2026-06-22 09:30:00,2026-06-22 09:35:00,4208.057,4206.057,-20.0,SL,2026-06
BUY,2026-06-22 09:50:00,2026-06-22 10:10:00,4208.764,4212.764,40.0,TP,2026-06
SELL,2026-06-22 15:35:00,2026-06-22 15:40:00,4182.262,4184.262,-20.0,SL,2026-06
SELL,2026-06-22 15:45:00,2026-06-22 15:50:00,4169.862,4171.862,-20.0,SL,2026-06
SELL,2026-06-22 16:00:00,2026-06-22 16:15:00,4177.814,4179.814,-20.0,SL,2026-06
SELL,2026-06-22 16:40:00,2026-06-22 16:45:00,4181.998,4183.998,-20.0,SL,2026-06
BUY,2026-06-22 23:35:00,2026-06-22 23:45:00,4194.719,4192.719,-20.0,SL,2026-06
SELL,2026-06-22 23:50:00,2026-06-23 00:00:00,4187.621,4189.621,-20.0,SL,2026-06
SELL,2026-06-23 00:05:00,2026-06-23 00:10:00,4184.338,4180.338,40.0,TP,2026-06
SELL,2026-06-23 01:15:00,2026-06-23 01:20:00,4173.706,4175.706,-20.0,SL,2026-06
SELL,2026-06-23 01:30:00,2026-06-23 01:35:00,4169.309,4165.309,40.0,TP,2026-06
SELL,2026-06-23 01:40:00,2026-06-23 01:45:00,4154.524,4150.524,40.0,TP,2026-06
SELL,2026-06-23 02:05:00,2026-06-23 02:10:00,4151.584,4153.584,-20.0,SL,2026-06
SELL,2026-06-23 02:30:00,2026-06-23 02:35:00,4156.49,4158.49,-20.0,SL,2026-06
SELL,2026-06-23 02:40:00,2026-06-23 02:55:00,4155.079,4151.079,40.0,TP,2026-06
SELL,2026-06-23 03:00:00,2026-06-23 03:15:00,4142.323,4138.323,40.0,TP,2026-06
SELL,2026-06-23 03:30:00,2026-06-23 03:35:00,4139.353,4135.353,40.0,TP,2026-06
SELL,2026-06-23 04:55:00,2026-06-23 05:00:00,4118.261,4120.261,-20.0,SL,2026-06
SELL,2026-06-23 05:05:00,2026-06-23 05:10:00,4128.063,4130.063,-20.0,SL,2026-06
SELL,2026-06-23 05:15:00,2026-06-23 05:20:00,4127.737,4129.737,-20.0,SL,2026-06
SELL,2026-06-23 05:25:00,2026-06-23 05:30:00,4124.98,4126.98,-20.0,SL,2026-06
SELL,2026-06-23 05:35:00,2026-06-23 05:40:00,4125.036,4127.036,-20.0,SL,2026-06
SELL,2026-06-23 05:45:00,2026-06-23 05:50:00,4119.082,4121.082,-20.0,SL,2026-06
SELL,2026-06-23 06:05:00,2026-06-23 06:10:00,4113.261,4115.261,-20.0,SL,2026-06
SELL,2026-06-23 06:40:00,2026-06-23 06:45:00,4113.579,4115.579,-20.0,SL,2026-06
SELL,2026-06-23 06:55:00,2026-06-23 07:00:00,4114.516,4116.516,-20.0,SL,2026-06
SELL,2026-06-23 12:10:00,2026-06-23 12:15:00,4113.851,4115.851,-20.0,SL,2026-06
SELL,2026-06-23 12:25:00,2026-06-23 12:30:00,4114.913,4116.913,-20.0,SL,2026-06
SELL,2026-06-23 12:55:00,2026-06-23 13:00:00,4113.341,4109.341,40.0,TP,2026-06
SELL,2026-06-23 13:10:00,2026-06-23 13:15:00,4113.544,4109.544,40.0,TP,2026-06
SELL,2026-06-23 19:55:00,2026-06-23 20:20:00,4111.526,4107.526,40.0,TP,2026-06
SELL,2026-06-23 22:20:00,2026-06-23 22:25:00,4106.341,4108.341,-20.0,SL,2026-06
SELL,2026-06-23 22:30:00,2026-06-23 22:35:00,4098.77,4100.77,-20.0,SL,2026-06
SELL,2026-06-23 22:55:00,2026-06-23 23:00:00,4104.253,4100.253,40.0,TP,2026-06
SELL,2026-06-23 23:05:00,2026-06-23 23:10:00,4096.844,4098.844,-20.0,SL,2026-06
SELL,2026-06-23 23:25:00,2026-06-23 23:30:00,4097.682,4093.682,40.0,TP,2026-06
SELL,2026-06-23 23:35:00,2026-06-23 23:40:00,4084.013,4086.013,-20.0,SL,2026-06
SELL,2026-06-24 00:15:00,2026-06-24 00:20:00,4103.797,4099.797,40.0,TP,2026-06
SELL,2026-06-24 01:00:00,2026-06-24 01:05:00,4073.696,4075.696,-20.0,SL,2026-06
SELL,2026-06-24 02:35:00,2026-06-24 02:40:00,4060.825,4056.825,40.0,TP,2026-06
SELL,2026-06-24 02:55:00,2026-06-24 03:00:00,4061.252,4063.252,-20.0,SL,2026-06
SELL,2026-06-24 03:15:00,2026-06-24 03:20:00,4052.854,4054.854,-20.0,SL,2026-06
SELL,2026-06-24 03:50:00,2026-06-24 04:00:00,4063.517,4059.517,40.0,TP,2026-06
SELL,2026-06-24 09:05:00,2026-06-24 09:10:00,4070.012,4072.012,-20.0,SL,2026-06
SELL,2026-06-24 09:25:00,2026-06-24 09:30:00,4069.474,4071.474,-20.0,SL,2026-06
SELL,2026-06-24 09:35:00,2026-06-24 09:45:00,4068.356,4070.356,-20.0,SL,2026-06
SELL,2026-06-24 09:55:00,2026-06-24 10:00:00,4064.635,4060.635,40.0,TP,2026-06
SELL,2026-06-24 10:05:00,2026-06-24 10:10:00,4060.087,4062.087,-20.0,SL,2026-06
SELL,2026-06-24 10:35:00,2026-06-24 10:40:00,4058.324,4060.324,-20.0,SL,2026-06
SELL,2026-06-24 10:50:00,2026-06-24 10:55:00,4058.746,4054.746,40.0,TP,2026-06
SELL,2026-06-24 11:00:00,2026-06-24 11:05:00,4052.106,4048.106,40.0,TP,2026-06
SELL,2026-06-24 11:15:00,2026-06-24 11:20:00,4041.726,4043.726,-20.0,SL,2026-06
SELL,2026-06-24 17:30:00,2026-06-24 17:45:00,3986.179,3982.179,40.0,TP,2026-06
SELL,2026-06-24 17:55:00,2026-06-24 18:00:00,3972.925,3974.925,-20.0,SL,2026-06
SELL,2026-06-24 18:35:00,2026-06-24 18:45:00,3984.655,3980.655,40.0,TP,2026-06
BUY,2026-06-24 23:30:00,2026-06-24 23:35:00,4008.877,4012.877,40.0,TP,2026-06
SELL,2026-06-25 00:30:00,2026-06-25 00:35:00,3987.866,3983.866,40.0,TP,2026-06
SELL,2026-06-25 01:10:00,2026-06-25 01:15:00,3986.736,3988.736,-20.0,SL,2026-06
SELL,2026-06-25 01:25:00,2026-06-25 01:30:00,3990.509,3992.509,-20.0,SL,2026-06
SELL,2026-06-25 01:40:00,2026-06-25 01:45:00,3981.7,3983.7,-20.0,SL,2026-06
SELL,2026-06-25 01:50:00,2026-06-25 01:55:00,3980.732,3982.732,-20.0,SL,2026-06
SELL,2026-06-25 02:05:00,2026-06-25 02:10:00,3965.902,3967.902,-20.0,SL,2026-06
SELL,2026-06-25 06:10:00,2026-06-25 06:15:00,3980.28,3976.28,40.0,TP,2026-06
SELL,2026-06-25 06:30:00,2026-06-25 06:40:00,3980.024,3982.024,-20.0,SL,2026-06
SELL,2026-06-25 06:50:00,2026-06-25 06:55:00,3977.714,3979.714,-20.0,SL,2026-06
SELL,2026-06-25 07:10:00,2026-06-25 07:15:00,3980.071,3982.071,-20.0,SL,2026-06
SELL,2026-06-25 07:35:00,2026-06-25 07:40:00,3978.131,3980.131,-20.0,SL,2026-06
BUY,2026-06-25 15:20:00,2026-06-25 15:25:00,4037.773,4035.773,-20.0,SL,2026-06
BUY,2026-06-25 15:50:00,2026-06-25 15:55:00,4038.212,4042.212,40.0,TP,2026-06
BUY,2026-06-25 16:15:00,2026-06-25 16:30:00,4040.627,4038.627,-20.0,SL,2026-06
SELL,2026-06-25 23:45:00,2026-06-25 23:55:00,4018.077,4014.077,40.0,TP,2026-06
SELL,2026-06-26 00:20:00,2026-06-26 00:25:00,4018.074,4014.074,40.0,TP,2026-06
SELL,2026-06-26 00:50:00,2026-06-26 00:55:00,4016.297,4018.297,-20.0,SL,2026-06
